id,source,vulnerability,description,recommendation,url
1272,NIST SP 800-53 Rev 5,PS-2: Position Risk Designation,,Implement control PS-2 to satisfy Position Risk Designation.,https://github.com/usnistgov/oscal-content
1273,NIST SP 800-53 Rev 5,PS-3: Personnel Screening,,Implement control PS-3 to satisfy Personnel Screening.,https://github.com/usnistgov/oscal-content
1274,NIST SP 800-53 Rev 5,PS-4: Personnel Termination,Upon termination of individual employment:,Implement control PS-4 to satisfy Personnel Termination.,https://github.com/usnistgov/oscal-content
1275,NIST SP 800-53 Rev 5,PS-5: Personnel Transfer,,Implement control PS-5 to satisfy Personnel Transfer.,https://github.com/usnistgov/oscal-content
1276,NIST SP 800-53 Rev 5,PS-6: Access Agreements,,Implement control PS-6 to satisfy Access Agreements.,https://github.com/usnistgov/oscal-content
1277,NIST SP 800-53 Rev 5,PS-7: External Personnel Security,,Implement control PS-7 to satisfy External Personnel Security.,https://github.com/usnistgov/oscal-content
1278,NIST SP 800-53 Rev 5,PS-8: Personnel Sanctions,,Implement control PS-8 to satisfy Personnel Sanctions.,https://github.com/usnistgov/oscal-content
1279,NIST SP 800-53 Rev 5,PS-9: Position Descriptions,Incorporate security and privacy roles and responsibilities into organizational position descriptions.,Implement control PS-9 to satisfy Position Descriptions.,https://github.com/usnistgov/oscal-content
1280,NIST SP 800-53 Rev 5,PT-1: Policy and Procedures,,Implement control PT-1 to satisfy Policy and Procedures.,https://github.com/usnistgov/oscal-content
1281,NIST SP 800-53 Rev 5,PT-2: Authority to Process Personally Identifiable Information,,Implement control PT-2 to satisfy Authority to Process Personally Identifiable Information.,https://github.com/usnistgov/oscal-content
1282,NIST SP 800-53 Rev 5,PT-3: Personally Identifiable Information Processing Purposes,,Implement control PT-3 to satisfy Personally Identifiable Information Processing Purposes.,https://github.com/usnistgov/oscal-content
1283,NIST SP 800-53 Rev 5,PT-4: Consent,"Implement {{ insert: param, pt-04_odp }} for individuals to consent to the processing of their personally identifiable information prior to its collection that facilitate individuals’ informed decision-making.",Implement control PT-4 to satisfy Consent.,https://github.com/usnistgov/oscal-content
1284,NIST SP 800-53 Rev 5,PT-5: Privacy Notice,Provide notice to individuals about the processing of personally identifiable information that:,Implement control PT-5 to satisfy Privacy Notice.,https://github.com/usnistgov/oscal-content
1285,NIST SP 800-53 Rev 5,PT-6: System of Records Notice,For systems that process information that will be maintained in a Privacy Act system of records:,Implement control PT-6 to satisfy System of Records Notice.,https://github.com/usnistgov/oscal-content
1286,NIST SP 800-53 Rev 5,PT-7: Specific Categories of Personally Identifiable Information,"Apply {{ insert: param, pt-07_odp }} for specific categories of personally identifiable information.",Implement control PT-7 to satisfy Specific Categories of Personally Identifiable Information.,https://github.com/usnistgov/oscal-content
1287,NIST SP 800-53 Rev 5,PT-8: Computer Matching Requirements,When a system or organization processes information for the purpose of conducting a matching program:,Implement control PT-8 to satisfy Computer Matching Requirements.,https://github.com/usnistgov/oscal-content
1288,NIST SP 800-53 Rev 5,RA-1: Policy and Procedures,,Implement control RA-1 to satisfy Policy and Procedures.,https://github.com/usnistgov/oscal-content
1289,NIST SP 800-53 Rev 5,RA-2: Security Categorization,,Implement control RA-2 to satisfy Security Categorization.,https://github.com/usnistgov/oscal-content
1290,NIST SP 800-53 Rev 5,RA-3: Risk Assessment,,Implement control RA-3 to satisfy Risk Assessment.,https://github.com/usnistgov/oscal-content
1291,NIST SP 800-53 Rev 5,RA-4: Risk Assessment Update,,Implement control RA-4 to satisfy Risk Assessment Update.,https://github.com/usnistgov/oscal-content
1292,NIST SP 800-53 Rev 5,RA-5: Vulnerability Monitoring and Scanning,,Implement control RA-5 to satisfy Vulnerability Monitoring and Scanning.,https://github.com/usnistgov/oscal-content
1293,NIST SP 800-53 Rev 5,RA-6: Technical Surveillance Countermeasures Survey,"Employ a technical surveillance countermeasures survey at {{ insert: param, ra-06_odp.01 }} {{ insert: param, ra-06_odp.02 }}.",Implement control RA-6 to satisfy Technical Surveillance Countermeasures Survey.,https://github.com/usnistgov/oscal-content
1294,NIST SP 800-53 Rev 5,RA-7: Risk Response,"Respond to findings from security and privacy assessments, monitoring, and audits in accordance with organizational risk tolerance.",Implement control RA-7 to satisfy Risk Response.,https://github.com/usnistgov/oscal-content
1295,NIST SP 800-53 Rev 5,RA-8: Privacy Impact Assessments,"Conduct privacy impact assessments for systems, programs, or other activities before:",Implement control RA-8 to satisfy Privacy Impact Assessments.,https://github.com/usnistgov/oscal-content
1296,NIST SP 800-53 Rev 5,RA-9: Criticality Analysis,"Identify critical system components and functions by performing a criticality analysis for {{ insert: param, ra-09_odp.01 }} at {{ insert: param, ra-09_odp.02 }}.",Implement control RA-9 to satisfy Criticality Analysis.,https://github.com/usnistgov/oscal-content
1297,NIST SP 800-53 Rev 5,RA-10: Threat Hunting,,Implement control RA-10 to satisfy Threat Hunting.,https://github.com/usnistgov/oscal-content
1298,NIST SP 800-53 Rev 5,SA-1: Policy and Procedures,,Implement control SA-1 to satisfy Policy and Procedures.,https://github.com/usnistgov/oscal-content
1299,NIST SP 800-53 Rev 5,SA-2: Allocation of Resources,,Implement control SA-2 to satisfy Allocation of Resources.,https://github.com/usnistgov/oscal-content
1300,NIST SP 800-53 Rev 5,SA-3: System Development Life Cycle,,Implement control SA-3 to satisfy System Development Life Cycle.,https://github.com/usnistgov/oscal-content
1301,NIST SP 800-53 Rev 5,SA-4: Acquisition Process,"Include the following requirements, descriptions, and criteria, explicitly or by reference, using {{ insert: param, sa-04_odp.01 }} in the acquisition contract for the system, system component, or system service:",Implement control SA-4 to satisfy Acquisition Process.,https://github.com/usnistgov/oscal-content
1302,NIST SP 800-53 Rev 5,SA-5: System Documentation,,Implement control SA-5 to satisfy System Documentation.,https://github.com/usnistgov/oscal-content
1303,NIST SP 800-53 Rev 5,SA-6: Software Usage Restrictions,,Implement control SA-6 to satisfy Software Usage Restrictions.,https://github.com/usnistgov/oscal-content
1304,NIST SP 800-53 Rev 5,SA-7: User-installed Software,,Implement control SA-7 to satisfy User-installed Software.,https://github.com/usnistgov/oscal-content
1305,NIST SP 800-53 Rev 5,SA-8: Security and Privacy Engineering Principles,"Apply the following systems security and privacy engineering principles in the specification, design, development, implementation, and modification of the system and system components: {{ insert: param, sa-8_prm_1 }}.",Implement control SA-8 to satisfy Security and Privacy Engineering Principles.,https://github.com/usnistgov/oscal-content
1306,NIST SP 800-53 Rev 5,SA-9: External System Services,,Implement control SA-9 to satisfy External System Services.,https://github.com/usnistgov/oscal-content
1307,NIST SP 800-53 Rev 5,SA-10: Developer Configuration Management,"Require the developer of the system, system component, or system service to:",Implement control SA-10 to satisfy Developer Configuration Management.,https://github.com/usnistgov/oscal-content
1308,NIST SP 800-53 Rev 5,SA-11: Developer Testing and Evaluation,"Require the developer of the system, system component, or system service, at all post-design stages of the system development life cycle, to:",Implement control SA-11 to satisfy Developer Testing and Evaluation.,https://github.com/usnistgov/oscal-content
1309,NIST SP 800-53 Rev 5,SA-12: Supply Chain Protection,,Implement control SA-12 to satisfy Supply Chain Protection.,https://github.com/usnistgov/oscal-content
1310,NIST SP 800-53 Rev 5,SA-13: Trustworthiness,,Implement control SA-13 to satisfy Trustworthiness.,https://github.com/usnistgov/oscal-content
1311,NIST SP 800-53 Rev 5,SA-14: Criticality Analysis,,Implement control SA-14 to satisfy Criticality Analysis.,https://github.com/usnistgov/oscal-content
1312,NIST SP 800-53 Rev 5,"SA-15: Development Process, Standards, and Tools",,"Implement control SA-15 to satisfy Development Process, Standards, and Tools.",https://github.com/usnistgov/oscal-content
1313,NIST SP 800-53 Rev 5,SA-16: Developer-provided Training,"Require the developer of the system, system component, or system service to provide the following training on the correct use and operation of the implemented security and privacy functions, controls, and/or mechanisms: {{ insert: param, sa-16_odp }}.",Implement control SA-16 to satisfy Developer-provided Training.,https://github.com/usnistgov/oscal-content
1314,NIST SP 800-53 Rev 5,SA-17: Developer Security and Privacy Architecture and Design,"Require the developer of the system, system component, or system service to produce a design specification and security and privacy architecture that:",Implement control SA-17 to satisfy Developer Security and Privacy Architecture and Design.,https://github.com/usnistgov/oscal-content
1315,NIST SP 800-53 Rev 5,SA-18: Tamper Resistance and Detection,,Implement control SA-18 to satisfy Tamper Resistance and Detection.,https://github.com/usnistgov/oscal-content
1316,NIST SP 800-53 Rev 5,SA-19: Component Authenticity,,Implement control SA-19 to satisfy Component Authenticity.,https://github.com/usnistgov/oscal-content
1317,NIST SP 800-53 Rev 5,SA-20: Customized Development of Critical Components,"Reimplement or custom develop the following critical system components: {{ insert: param, sa-20_odp }}.",Implement control SA-20 to satisfy Customized Development of Critical Components.,https://github.com/usnistgov/oscal-content
1318,NIST SP 800-53 Rev 5,SA-21: Developer Screening,"Require that the developer of {{ insert: param, sa-21_odp.01 }}:",Implement control SA-21 to satisfy Developer Screening.,https://github.com/usnistgov/oscal-content
1319,NIST SP 800-53 Rev 5,SA-22: Unsupported System Components,,Implement control SA-22 to satisfy Unsupported System Components.,https://github.com/usnistgov/oscal-content
1320,NIST SP 800-53 Rev 5,SA-23: Specialization,"Employ {{ insert: param, sa-23_odp.01 }} on {{ insert: param, sa-23_odp.02 }} supporting mission essential services or functions to increase the trustworthiness in those systems or components.",Implement control SA-23 to satisfy Specialization.,https://github.com/usnistgov/oscal-content
1321,NIST SP 800-53 Rev 5,SA-24: Design For Cyber Resiliency,,Implement control SA-24 to satisfy Design For Cyber Resiliency.,https://github.com/usnistgov/oscal-content
1322,NIST SP 800-53 Rev 5,SC-1: Policy and Procedures,,Implement control SC-1 to satisfy Policy and Procedures.,https://github.com/usnistgov/oscal-content
1323,NIST SP 800-53 Rev 5,SC-2: Separation of System and User Functionality,"Separate user functionality, including user interface services, from system management functionality.",Implement control SC-2 to satisfy Separation of System and User Functionality.,https://github.com/usnistgov/oscal-content
1324,NIST SP 800-53 Rev 5,SC-3: Security Function Isolation,Isolate security functions from nonsecurity functions.,Implement control SC-3 to satisfy Security Function Isolation.,https://github.com/usnistgov/oscal-content
1325,NIST SP 800-53 Rev 5,SC-4: Information in Shared System Resources,Prevent unauthorized and unintended information transfer via shared system resources.,Implement control SC-4 to satisfy Information in Shared System Resources.,https://github.com/usnistgov/oscal-content
1326,NIST SP 800-53 Rev 5,SC-5: Denial-of-service Protection,,Implement control SC-5 to satisfy Denial-of-service Protection.,https://github.com/usnistgov/oscal-content
1327,NIST SP 800-53 Rev 5,SC-6: Resource Availability,"Protect the availability of resources by allocating {{ insert: param, sc-06_odp.01 }} by {{ insert: param, sc-06_odp.02 }}.",Implement control SC-6 to satisfy Resource Availability.,https://github.com/usnistgov/oscal-content
1328,NIST SP 800-53 Rev 5,SC-7: Boundary Protection,,Implement control SC-7 to satisfy Boundary Protection.,https://github.com/usnistgov/oscal-content
1329,NIST SP 800-53 Rev 5,SC-8: Transmission Confidentiality and Integrity,"Protect the {{ insert: param, sc-08_odp }} of transmitted information.",Implement control SC-8 to satisfy Transmission Confidentiality and Integrity.,https://github.com/usnistgov/oscal-content
1330,NIST SP 800-53 Rev 5,SC-9: Transmission Confidentiality,,Implement control SC-9 to satisfy Transmission Confidentiality.,https://github.com/usnistgov/oscal-content
1331,NIST SP 800-53 Rev 5,SC-10: Network Disconnect,"Terminate the network connection associated with a communications session at the end of the session or after {{ insert: param, sc-10_odp }} of inactivity.",Implement control SC-10 to satisfy Network Disconnect.,https://github.com/usnistgov/oscal-content
1332,NIST SP 800-53 Rev 5,SC-11: Trusted Path,,Implement control SC-11 to satisfy Trusted Path.,https://github.com/usnistgov/oscal-content
1333,NIST SP 800-53 Rev 5,SC-12: Cryptographic Key Establishment and Management,"Establish and manage cryptographic keys when cryptography is employed within the system in accordance with the following key management requirements: {{ insert: param, sc-12_odp }}.",Implement control SC-12 to satisfy Cryptographic Key Establishment and Management.,https://github.com/usnistgov/oscal-content
1334,NIST SP 800-53 Rev 5,SC-13: Cryptographic Protection,,Implement control SC-13 to satisfy Cryptographic Protection.,https://github.com/usnistgov/oscal-content
1335,NIST SP 800-53 Rev 5,SC-14: Public Access Protections,,Implement control SC-14 to satisfy Public Access Protections.,https://github.com/usnistgov/oscal-content
1336,NIST SP 800-53 Rev 5,SC-15: Collaborative Computing Devices and Applications,,Implement control SC-15 to satisfy Collaborative Computing Devices and Applications.,https://github.com/usnistgov/oscal-content
1337,NIST SP 800-53 Rev 5,SC-16: Transmission of Security and Privacy Attributes,"Associate {{ insert: param, sc-16_prm_1 }} with information exchanged between systems and between system components.",Implement control SC-16 to satisfy Transmission of Security and Privacy Attributes.,https://github.com/usnistgov/oscal-content
1338,NIST SP 800-53 Rev 5,SC-17: Public Key Infrastructure Certificates,,Implement control SC-17 to satisfy Public Key Infrastructure Certificates.,https://github.com/usnistgov/oscal-content
1339,NIST SP 800-53 Rev 5,SC-18: Mobile Code,,Implement control SC-18 to satisfy Mobile Code.,https://github.com/usnistgov/oscal-content
1340,NIST SP 800-53 Rev 5,SC-19: Voice Over Internet Protocol,Technology-specific; addressed as any other technology or protocol.,Implement control SC-19 to satisfy Voice Over Internet Protocol.,https://github.com/usnistgov/oscal-content
1341,NIST SP 800-53 Rev 5,SC-20: Secure Name/Address Resolution Service (Authoritative Source),,Implement control SC-20 to satisfy Secure Name/Address Resolution Service (Authoritative Source).,https://github.com/usnistgov/oscal-content
1342,NIST SP 800-53 Rev 5,SC-21: Secure Name/Address Resolution Service (Recursive or Caching Resolver),Request and perform data origin authentication and data integrity verification on the name/address resolution responses the system receives from authoritative sources.,Implement control SC-21 to satisfy Secure Name/Address Resolution Service (Recursive or Caching Resolver).,https://github.com/usnistgov/oscal-content
1343,NIST SP 800-53 Rev 5,SC-22: Architecture and Provisioning for Name/Address Resolution Service,Ensure the systems that collectively provide name/address resolution service for an organization are fault-tolerant and implement internal and external role separation.,Implement control SC-22 to satisfy Architecture and Provisioning for Name/Address Resolution Service.,https://github.com/usnistgov/oscal-content
1344,NIST SP 800-53 Rev 5,SC-23: Session Authenticity,Protect the authenticity of communications sessions.,Implement control SC-23 to satisfy Session Authenticity.,https://github.com/usnistgov/oscal-content
1345,NIST SP 800-53 Rev 5,SC-24: Fail in Known State,"Fail to a {{ insert: param, sc-24_odp.02 }} for the following failures on the indicated components while preserving {{ insert: param, sc-24_odp.03 }} in failure: {{ insert: param, sc-24_odp.01 }}.",Implement control SC-24 to satisfy Fail in Known State.,https://github.com/usnistgov/oscal-content
1346,NIST SP 800-53 Rev 5,SC-25: Thin Nodes,"Employ minimal functionality and information storage on the following system components: {{ insert: param, sc-25_odp }}.",Implement control SC-25 to satisfy Thin Nodes.,https://github.com/usnistgov/oscal-content
1347,NIST SP 800-53 Rev 5,SC-26: Decoys,"Include components within organizational systems specifically designed to be the target of malicious attacks for detecting, deflecting, and analyzing such attacks.",Implement control SC-26 to satisfy Decoys.,https://github.com/usnistgov/oscal-content
1348,NIST SP 800-53 Rev 5,SC-27: Platform-independent Applications,"Include within organizational systems the following platform independent applications: {{ insert: param, sc-27_odp }}.",Implement control SC-27 to satisfy Platform-independent Applications.,https://github.com/usnistgov/oscal-content
1349,NIST SP 800-53 Rev 5,SC-28: Protection of Information at Rest,"Protect the {{ insert: param, sc-28_odp.01 }} of the following information at rest: {{ insert: param, sc-28_odp.02 }}.",Implement control SC-28 to satisfy Protection of Information at Rest.,https://github.com/usnistgov/oscal-content
1350,NIST SP 800-53 Rev 5,SC-29: Heterogeneity,"Employ a diverse set of information technologies for the following system components in the implementation of the system: {{ insert: param, sc-29_odp }}.",Implement control SC-29 to satisfy Heterogeneity.,https://github.com/usnistgov/oscal-content
1351,NIST SP 800-53 Rev 5,SC-30: Concealment and Misdirection,"Employ the following concealment and misdirection techniques for {{ insert: param, sc-30_odp.02 }} at {{ insert: param, sc-30_odp.03 }} to confuse and mislead adversaries: {{ insert: param, sc-30_odp.01 }}.",Implement control SC-30 to satisfy Concealment and Misdirection.,https://github.com/usnistgov/oscal-content
1352,NIST SP 800-53 Rev 5,SC-31: Covert Channel Analysis,,Implement control SC-31 to satisfy Covert Channel Analysis.,https://github.com/usnistgov/oscal-content
1353,NIST SP 800-53 Rev 5,SC-32: System Partitioning,"Partition the system into {{ insert: param, sc-32_odp.01 }} residing in separate {{ insert: param, sc-32_odp.02 }} domains or environments based on {{ insert: param, sc-32_odp.03 }}.",Implement control SC-32 to satisfy System Partitioning.,https://github.com/usnistgov/oscal-content
1354,NIST SP 800-53 Rev 5,SC-33: Transmission Preparation Integrity,,Implement control SC-33 to satisfy Transmission Preparation Integrity.,https://github.com/usnistgov/oscal-content
1355,NIST SP 800-53 Rev 5,SC-34: Non-modifiable Executable Programs,"For {{ insert: param, sc-34_odp.01 }} , load and execute:",Implement control SC-34 to satisfy Non-modifiable Executable Programs.,https://github.com/usnistgov/oscal-content
1356,NIST SP 800-53 Rev 5,SC-35: External Malicious Code Identification,Include system components that proactively seek to identify network-based malicious code or malicious websites.,Implement control SC-35 to satisfy External Malicious Code Identification.,https://github.com/usnistgov/oscal-content
1357,NIST SP 800-53 Rev 5,SC-36: Distributed Processing and Storage,"Distribute the following processing and storage components across multiple {{ insert: param, sc-36_prm_1 }}: {{ insert: param, sc-36_prm_2 }}.",Implement control SC-36 to satisfy Distributed Processing and Storage.,https://github.com/usnistgov/oscal-content
1358,NIST SP 800-53 Rev 5,SC-37: Out-of-band Channels,"Employ the following out-of-band channels for the physical delivery or electronic transmission of {{ insert: param, sc-37_odp.02 }} to {{ insert: param, sc-37_odp.03 }}: {{ insert: param, sc-37_odp.01 }}.",Implement control SC-37 to satisfy Out-of-band Channels.,https://github.com/usnistgov/oscal-content
1359,NIST SP 800-53 Rev 5,SC-38: Operations Security,"Employ the following operations security controls to protect key organizational information throughout the system development life cycle: {{ insert: param, sc-38_odp }}.",Implement control SC-38 to satisfy Operations Security.,https://github.com/usnistgov/oscal-content
1360,NIST SP 800-53 Rev 5,SC-39: Process Isolation,Maintain a separate execution domain for each executing system process.,Implement control SC-39 to satisfy Process Isolation.,https://github.com/usnistgov/oscal-content
1361,NIST SP 800-53 Rev 5,SC-40: Wireless Link Protection,"Protect external and internal {{ insert: param, sc-40_prm_1 }} from the following signal parameter attacks: {{ insert: param, sc-40_prm_2 }}.",Implement control SC-40 to satisfy Wireless Link Protection.,https://github.com/usnistgov/oscal-content
1362,NIST SP 800-53 Rev 5,SC-41: Port and I/O Device Access,"{{ insert: param, sc-41_odp.02 }} disable or remove {{ insert: param, sc-41_odp.01 }} on the following systems or system components: {{ insert: param, sc-41_odp.03 }}.",Implement control SC-41 to satisfy Port and I/O Device Access.,https://github.com/usnistgov/oscal-content
1363,NIST SP 800-53 Rev 5,SC-42: Sensor Capability and Data,,Implement control SC-42 to satisfy Sensor Capability and Data.,https://github.com/usnistgov/oscal-content
1364,NIST SP 800-53 Rev 5,SC-43: Usage Restrictions,,Implement control SC-43 to satisfy Usage Restrictions.,https://github.com/usnistgov/oscal-content
1365,NIST SP 800-53 Rev 5,SC-44: Detonation Chambers,"Employ a detonation chamber capability within {{ insert: param, sc-44_odp }}.",Implement control SC-44 to satisfy Detonation Chambers.,https://github.com/usnistgov/oscal-content
1366,NIST SP 800-53 Rev 5,SC-45: System Time Synchronization,Synchronize system clocks within and between systems and system components.,Implement control SC-45 to satisfy System Time Synchronization.,https://github.com/usnistgov/oscal-content
1367,NIST SP 800-53 Rev 5,SC-46: Cross Domain Policy Enforcement,"Implement a policy enforcement mechanism {{ insert: param, sc-46_odp }} between the physical and/or network interfaces for the connecting security domains.",Implement control SC-46 to satisfy Cross Domain Policy Enforcement.,https://github.com/usnistgov/oscal-content
1368,NIST SP 800-53 Rev 5,SC-47: Alternate Communications Paths,"Establish {{ insert: param, sc-47_odp }} for system operations organizational command and control.",Implement control SC-47 to satisfy Alternate Communications Paths.,https://github.com/usnistgov/oscal-content
1369,NIST SP 800-53 Rev 5,SC-48: Sensor Relocation,"Relocate {{ insert: param, sc-48_odp.01 }} to {{ insert: param, sc-48_odp.02 }} under the following conditions or circumstances: {{ insert: param, sc-48_odp.03 }}.",Implement control SC-48 to satisfy Sensor Relocation.,https://github.com/usnistgov/oscal-content
1370,NIST SP 800-53 Rev 5,SC-49: Hardware-enforced Separation and Policy Enforcement,"Implement hardware-enforced separation and policy enforcement mechanisms between {{ insert: param, sc-49_odp }}.",Implement control SC-49 to satisfy Hardware-enforced Separation and Policy Enforcement.,https://github.com/usnistgov/oscal-content
1371,NIST SP 800-53 Rev 5,SC-50: Software-enforced Separation and Policy Enforcement,"Implement software-enforced separation and policy enforcement mechanisms between {{ insert: param, sc-50_odp }}.",Implement control SC-50 to satisfy Software-enforced Separation and Policy Enforcement.,https://github.com/usnistgov/oscal-content
1372,NIST SP 800-53 Rev 5,SC-51: Hardware-based Protection,,Implement control SC-51 to satisfy Hardware-based Protection.,https://github.com/usnistgov/oscal-content
1373,NIST SP 800-53 Rev 5,SI-1: Policy and Procedures,,Implement control SI-1 to satisfy Policy and Procedures.,https://github.com/usnistgov/oscal-content
1374,NIST SP 800-53 Rev 5,SI-2: Flaw Remediation,,Implement control SI-2 to satisfy Flaw Remediation.,https://github.com/usnistgov/oscal-content
1375,NIST SP 800-53 Rev 5,SI-3: Malicious Code Protection,,Implement control SI-3 to satisfy Malicious Code Protection.,https://github.com/usnistgov/oscal-content
1376,NIST SP 800-53 Rev 5,SI-4: System Monitoring,,Implement control SI-4 to satisfy System Monitoring.,https://github.com/usnistgov/oscal-content
1377,NIST SP 800-53 Rev 5,"SI-5: Security Alerts, Advisories, and Directives",,"Implement control SI-5 to satisfy Security Alerts, Advisories, and Directives.",https://github.com/usnistgov/oscal-content
1378,NIST SP 800-53 Rev 5,SI-6: Security and Privacy Function Verification,,Implement control SI-6 to satisfy Security and Privacy Function Verification.,https://github.com/usnistgov/oscal-content
1379,NIST SP 800-53 Rev 5,"SI-7: Software, Firmware, and Information Integrity",,"Implement control SI-7 to satisfy Software, Firmware, and Information Integrity.",https://github.com/usnistgov/oscal-content
1380,NIST SP 800-53 Rev 5,SI-8: Spam Protection,,Implement control SI-8 to satisfy Spam Protection.,https://github.com/usnistgov/oscal-content
1381,NIST SP 800-53 Rev 5,SI-9: Information Input Restrictions,,Implement control SI-9 to satisfy Information Input Restrictions.,https://github.com/usnistgov/oscal-content
1382,NIST SP 800-53 Rev 5,SI-10: Information Input Validation,"Check the validity of the following information inputs: {{ insert: param, si-10_odp }}.",Implement control SI-10 to satisfy Information Input Validation.,https://github.com/usnistgov/oscal-content
1383,NIST SP 800-53 Rev 5,SI-11: Error Handling,,Implement control SI-11 to satisfy Error Handling.,https://github.com/usnistgov/oscal-content
1384,NIST SP 800-53 Rev 5,SI-12: Information Management and Retention,"Manage and retain information within the system and information output from the system in accordance with applicable laws, executive orders, directives, regulations, policies, standards, guidelines and operational requirements.",Implement control SI-12 to satisfy Information Management and Retention.,https://github.com/usnistgov/oscal-content
1385,NIST SP 800-53 Rev 5,SI-13: Predictable Failure Prevention,,Implement control SI-13 to satisfy Predictable Failure Prevention.,https://github.com/usnistgov/oscal-content
1386,NIST SP 800-53 Rev 5,SI-14: Non-persistence,"Implement non-persistent {{ insert: param, si-14_odp.01 }} that are initiated in a known state and terminated {{ insert: param, si-14_odp.02 }}.",Implement control SI-14 to satisfy Non-persistence.,https://github.com/usnistgov/oscal-content
1387,NIST SP 800-53 Rev 5,SI-15: Information Output Filtering,"Validate information output from the following software programs and/or applications to ensure that the information is consistent with the expected content: {{ insert: param, si-15_odp }}.",Implement control SI-15 to satisfy Information Output Filtering.,https://github.com/usnistgov/oscal-content
1388,NIST SP 800-53 Rev 5,SI-16: Memory Protection,"Implement the following controls to protect the system memory from unauthorized code execution: {{ insert: param, si-16_odp }}.",Implement control SI-16 to satisfy Memory Protection.,https://github.com/usnistgov/oscal-content
1389,NIST SP 800-53 Rev 5,SI-17: Fail-safe Procedures,"Implement the indicated fail-safe procedures when the indicated failures occur: {{ insert: param, si-17_prm_1 }}.",Implement control SI-17 to satisfy Fail-safe Procedures.,https://github.com/usnistgov/oscal-content
1390,NIST SP 800-53 Rev 5,SI-18: Personally Identifiable Information Quality Operations,,Implement control SI-18 to satisfy Personally Identifiable Information Quality Operations.,https://github.com/usnistgov/oscal-content
1391,NIST SP 800-53 Rev 5,SI-19: De-identification,,Implement control SI-19 to satisfy De-identification.,https://github.com/usnistgov/oscal-content
1392,NIST SP 800-53 Rev 5,SI-20: Tainting,"Embed data or capabilities in the following systems or system components to determine if organizational data has been exfiltrated or improperly removed from the organization: {{ insert: param, si-20_odp }}.",Implement control SI-20 to satisfy Tainting.,https://github.com/usnistgov/oscal-content
1393,NIST SP 800-53 Rev 5,SI-21: Information Refresh,"Refresh {{ insert: param, si-21_odp.01 }} at {{ insert: param, si-21_odp.02 }} or generate the information on demand and delete the information when no longer needed.",Implement control SI-21 to satisfy Information Refresh.,https://github.com/usnistgov/oscal-content
1394,NIST SP 800-53 Rev 5,SI-22: Information Diversity,,Implement control SI-22 to satisfy Information Diversity.,https://github.com/usnistgov/oscal-content
1395,NIST SP 800-53 Rev 5,SI-23: Information Fragmentation,"Based on {{ insert: param, si-23_odp.01 }}:",Implement control SI-23 to satisfy Information Fragmentation.,https://github.com/usnistgov/oscal-content
1396,NIST SP 800-53 Rev 5,SR-1: Policy and Procedures,,Implement control SR-1 to satisfy Policy and Procedures.,https://github.com/usnistgov/oscal-content
1397,NIST SP 800-53 Rev 5,SR-2: Supply Chain Risk Management Plan,,Implement control SR-2 to satisfy Supply Chain Risk Management Plan.,https://github.com/usnistgov/oscal-content
1398,NIST SP 800-53 Rev 5,SR-3: Supply Chain Controls and Processes,,Implement control SR-3 to satisfy Supply Chain Controls and Processes.,https://github.com/usnistgov/oscal-content
1399,NIST SP 800-53 Rev 5,SR-4: Provenance,"Document, monitor, and maintain valid provenance of the following systems, system components, and associated data: {{ insert: param, sr-04_odp }}.",Implement control SR-4 to satisfy Provenance.,https://github.com/usnistgov/oscal-content
1400,NIST SP 800-53 Rev 5,"SR-5: Acquisition Strategies, Tools, and Methods","Employ the following acquisition strategies, contract tools, and procurement methods to protect against, identify, and mitigate supply chain risks: {{ insert: param, sr-05_odp }}.","Implement control SR-5 to satisfy Acquisition Strategies, Tools, and Methods.",https://github.com/usnistgov/oscal-content
1401,NIST SP 800-53 Rev 5,SR-6: Supplier Assessments and Reviews,"Assess and review the supply chain-related risks associated with suppliers or contractors and the system, system component, or system service they provide {{ insert: param, sr-06_odp }}.",Implement control SR-6 to satisfy Supplier Assessments and Reviews.,https://github.com/usnistgov/oscal-content
1402,NIST SP 800-53 Rev 5,SR-7: Supply Chain Operations Security,"Employ the following Operations Security (OPSEC) controls to protect supply chain-related information for the system, system component, or system service: {{ insert: param, sr-07_odp }}.",Implement control SR-7 to satisfy Supply Chain Operations Security.,https://github.com/usnistgov/oscal-content
1403,NIST SP 800-53 Rev 5,SR-8: Notification Agreements,"Establish agreements and procedures with entities involved in the supply chain for the system, system component, or system service for the {{ insert: param, sr-08_odp.01 }}.",Implement control SR-8 to satisfy Notification Agreements.,https://github.com/usnistgov/oscal-content
1404,NIST SP 800-53 Rev 5,SR-9: Tamper Resistance and Detection,"Implement a tamper protection program for the system, system component, or system service.",Implement control SR-9 to satisfy Tamper Resistance and Detection.,https://github.com/usnistgov/oscal-content
1405,NIST SP 800-53 Rev 5,SR-10: Inspection of Systems or Components,"Inspect the following systems or system components {{ insert: param, sr-10_odp.02 }} to detect tampering: {{ insert: param, sr-10_odp.01 }}.",Implement control SR-10 to satisfy Inspection of Systems or Components.,https://github.com/usnistgov/oscal-content
1406,NIST SP 800-53 Rev 5,SR-11: Component Authenticity,,Implement control SR-11 to satisfy Component Authenticity.,https://github.com/usnistgov/oscal-content
